Handle,Title,Body (HTML),Vendor,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status,Standard Product Type,Custom Product Type
frog-rpg-dice-set,Frog RPG Dice Set,,Foam Brain Games,"dice, poly, set",FALSE,Title,Default ,,,,,FBG1177,0,shopify ,1,deny,manual,14,,TRUE,TRUE,617629764321,,,,,,,,,,,,,,,,,,,,,,,6.5,active,,
gender-fluid-pride-flag-rpg-metal-dice-set,Gender Fluid Pride Flag - RPG Metal Dice Set,,Foam Brain Games,"dice, poly, set",FALSE,Title,Default ,,,,,FBG4030,0,shopify ,0,deny,manual,55,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,27.5,active,,
gold-embossed-onyx-rpg-set-metal-dice,Gold Embossed Onyx RPG Set Metal Dice,,Foam Brain Games,"dice, poly, set",FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,45,,TRUE,TRUE,617629720167,,,,,,,,,,,,,,,,,,,,,,,20,active,,
leatherette-velvet-dice-tray-black-w-magenta-hex,Leatherette & Velvet Dice Tray (Black w/ Magenta Hex),,Foam Brain Games,"dice, poly, set",FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,16,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,7.5,active,,
leatherette-velvet-dice-tray-black-w-magenta-rectangle,Leatherette & Velvet Dice Tray (Black w/ Magenta Rectangle),,Foam Brain Games,"dice, poly, set",FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,16,,TRUE,TRUE,617629740158,,,,,,,,,,,,,,,,,,,,,,,7.5,active,,
leatherette-velvet-dice-tray-black-w-red-rectangle,Leatherette & Velvet Dice Tray (Black w/ Red Rectangle),,Foam Brain Games,"dice, poly, set",FALSE,Title,Default ,,,,,,0,shopify ,1,deny,manual,16,,TRUE,TRUE,617629717433,,,,,,,,,,,,,,,,,,,,,,,7.5,active,,
leatherette-velvet-dice-tray-navy-w-lime-green-rectangle,Leatherette & Velvet Dice Tray (Navy w/ Lime Green Rectangle),,Foam Brain Games,"dice, poly, set",FALSE,Title,Default ,,,,,,0,shopify ,1,deny,manual,16,,TRUE,TRUE,617629717396,,,,,,,,,,,,,,,,,,,,,,,7.5,active,,
leatherette-velvet-dice-tray-navy-w-purple-hex,Leatherette & Velvet Dice Tray (Navy w/ Purple Hex),,Foam Brain Games,"dice, poly, set",FALSE,Title,Default ,,,,,FBG0705,0,shopify ,1,deny,manual,16,,TRUE,TRUE,617629717389,,,,,,,,,,,,,,,,,,,,,,,7.5,active,,
leatherette-velvet-dice-tray-navy-w-purple-rectangle,Leatherette & Velvet Dice Tray (Navy w/ Purple Rectangle),,Foam Brain Games,"dice, poly, set",FALSE,Title,Default ,,,,,,0,shopify ,1,deny,manual,16,,TRUE,TRUE,617629717372,,,,,,,,,,,,,,,,,,,,,,,7.5,active,,
leatherette-velvet-dice-tray-navy-w-tan-rectangle,Leatherette & Velvet Dice Tray (Navy w/ Tan Rectangle),,Foam Brain Games,"dice, poly, set",FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,16,,TRUE,TRUE,617629717419,,,,,,,,,,,,,,,,,,,,,,,7.5,active,,
leatherette-velvet-dice-tray-navy-w-teal-rectangle,Leatherette & Velvet Dice Tray (Navy w/ Teal Rectangle),,Foam Brain Games,"dice, poly, set",FALSE,Title,Default ,,,,,,0,shopify ,1,deny,manual,16,,TRUE,TRUE,617629717358,,,,,,,,,,,,,,,,,,,,,,,7.5,active,,
leatherette-velvet-hex-dice-tray-navy-with-lime,Leatherette & Velvet Hex Dice Tray (Navy with Lime),,Foam Brain Games,"dice, poly, set",FALSE,Title,Default ,,,,,,0,shopify ,1,deny,manual,16,,TRUE,TRUE,617629717402,,,,,,,,,,,,,,,,,,,,,,,7.5,active,,
leatherette-velvet-hex-dice-tray-navy-with-teal,Leatherette & Velvet Hex Dice Tray (Navy with Teal),,Foam Brain Games,"dice, poly, set",FALSE,Title,Default ,,,,,,0,shopify ,2,deny,manual,16,,TRUE,TRUE,617629717365,,,,,,,,,,,,,,,,,,,,,,,7.5,active,,
leatherette-velvet-hex-dice-tray-seafoam-green,Leatherette & Velvet Hex Dice Tray (Seafoam Green),,Foam Brain Games,"dice, poly, set",FALSE,Title,Default ,,,,,D1625887109,0,shopify ,1,deny,manual,16,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,7.5,active,,
lesbian-pride-flag-rpg-metal-dice-set,Lesbian Pride Flag - RPG Metal Dice Set,,Foam Brain Games,"dice, poly, set, metal",FALSE,Title,Default ,,,,,,0,shopify ,1,deny,manual,55,,TRUE,TRUE,617629721850,,,,,,,,,,,,,,,,,,,,,,,27.5,active,,
mystery-loot-rpg-set,Mystery Loot: RPG Set,,Foam Brain Games,"dice, poly, set",FALSE,Title,Default ,,,,,FBG0002,0,shopify ,7,deny,manual,10,,TRUE,TRUE,617629721805,,,,,,,,,,,,,,,,,,,,,,,5,active,,
pansexual-pride-flag-rpg-metal-dice-set,Pansexual Pride Flag - RPG Metal Dice Set,,Foam Brain Games,"dice, poly, set",FALSE,Title,Default ,,,,,FBG4026,0,shopify ,1,deny,manual,55,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,27.5,active,,
poly-pride-flag-rpg-metal-dice-set,Poly Pride Flag - RPG Metal Dice Set,,Foam Brain Games,"dice, poly, set",FALSE,Title,Default ,,,,,FBG4031,0,shopify ,0,deny,manual,55,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,27.5,active,,
pride-flag-trans-rpg-metal-dice-set,Pride Flag: Trans - RPG Metal Dice Set,,Foam Brain Games,"dice, poly, set, metal",FALSE,Title,Default ,,,,,,0,shopify ,1,deny,manual,55,,TRUE,TRUE,617629719277,,,,,,,,,,,,,,,,,,,,,,,27.5,active,,
rainbow-pride-flag-rpg-metal-dice-set,Rainbow Pride Flag - RPG Metal Dice Set,,Foam Brain Games,"dice, poly, set, metal",FALSE,Title,Default ,,,,,,0,shopify ,1,deny,manual,55,,TRUE,TRUE,617629721706,,,,,,,,,,,,,,,,,,,,,,,27.5,active,,
silver-and-crimson-compass-metal-dice-set,Silver and Crimson Compass Metal Dice Set,,Foam Brain Games,"dice, poly, set, metal",FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,45,,TRUE,TRUE,617629718270,,,,,,,,,,,,,,,,,,,,,,,20,active,,
silver-embossed-amethyst-rpg-dice-set,Silver Embossed Amethyst RPG Dice Set,,Foam Brain Games,"dice, poly, set, metal",FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,45,,TRUE,TRUE,617629718287,,,,,,,,,,,,,,,,,,,,,,,20,active,,
silver-embossed-emerald-metal-dice-set,Silver Embossed Emerald Metal Dice Set,,Foam Brain Games,"dice, poly, set, metal",FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,45,,TRUE,TRUE,617629720259,,,,,,,,,,,,,,,,,,,,,,,20,active,,
silver-sparkle-rpg-dice-set,Silver Sparkle RPG Dice Set,,Foam Brain Games,"dice, poly, set",FALSE,Title,Default ,,,,,,0,shopify ,1,deny,manual,9.95,,TRUE,TRUE,617629765038,,,,,,,,,,,,,,,,,,,,,,,5,active,,
silver-with-ruby-rpg-dice-set,Silver with Ruby RPG Dice Set,,Foam Brain Games,"dice, poly, set, metal",FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,45,,TRUE,TRUE,617629718386,,,,,,,,,,,,,,,,,,,,,,,20,active,,
smiley-rpg-dice-set,Smiley RPG Dice Set,,Foam Brain Games,"dice, poly, set",FALSE,Title,Default ,,,,,FBG1094,0,shopify ,2,deny,manual,14,,TRUE,TRUE,617629762471,,,,,,,,,,,,,,,,,,,,,,,6.5,active,,
black-roll-up-leatherette-dice-mat,Black Roll Up Leatherette Dice Mat,,Foam Brain Games,dice accessory,FALSE,Title,Default ,,,,,,0,shopify ,1,deny,manual,16,,TRUE,TRUE,617629765359,,,,,,,,,,,,,,,,,,,,,,,7.5,active,,
blue-galaxy-rpg-dice-set,Blue Galaxy RPG Dice Set,,Foam Brain Games,"dice, poly, set",FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,9.95,,TRUE,TRUE,617629723779,,,,,,,,,,,,,,,,,,,,,,,5,active,,
briar-rose-aurora-rpg-dice-set,Briar Rose Aurora RPG Dice Set,,Foam Brain Games,"dice, poly, set",FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,9.95,,TRUE,TRUE,617629764970,,,,,,,,,,,,,,,,,,,,,,,5,active,,
brown-roll-up-leatherette-dice-mat,Brown Roll Up Leatherette Dice Mat,,Foam Brain Games,dice accessory,FALSE,Title,Default ,,,,,,0,shopify ,1,deny,manual,16,,TRUE,TRUE,617629765366,,,,,,,,,,,,,,,,,,,,,,,7.5,active,,
cherry-wood-dice-box-round,Cherry Wood Dice Box (Round),,Foam Brain Games,dice accessory,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,15,,TRUE,TRUE,617629720631,,,,,,,,,,,,,,,,,,,,,,,12.5,active,,
elliptical-galaxies-rpg-dice-set,Elliptical Galaxies RPG Dice Set,,Foam Brain Games,"dice, poly, set",FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,12,,TRUE,TRUE,617629716443,,,,,,,,,,,,,,,,,,,,,,,5.5,active,,
espresso-cream-rpg-dice-set,Espresso Cream RPG Dice Set,,Foam Brain Games,"dice, poly, set",FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,9.95,,TRUE,TRUE,617629717334,,,,,,,,,,,,,,,,,,,,,,,5,active,,
glow-in-the-dark-blue-rpg-dice-set,Glow in the Dark Blue RPG Dice Set,,Foam Brain Games,"dice, poly, set",FALSE,Title,Default ,,,,,,0,shopify ,1,deny,manual,9.95,,TRUE,TRUE,617629765052,,,,,,,,,,,,,,,,,,,,,,,5,active,,
glow-in-the-dark-mango-rpg-dice-set,Glow in the Dark Mango RPG Dice Set,,Foam Brain Games,"dice, poly, set",FALSE,Title,Default ,,,,,,0,shopify ,2,deny,manual,9.95,,TRUE,TRUE,617629725469,,,,,,,,,,,,,,,,,,,,,,,5,active,,
gold-bubblegum-rpg-dice-set,Gold Bubblegum RPG Dice Set,,Foam Brain Games,"dice, poly, set, metal",FALSE,Title,Default ,,,,,,0,shopify ,1,deny,manual,45,,TRUE,TRUE,617629719451,,,,,,,,,,,,,,,,,,,,,,,20,active,,
gold-foil-fragment-filled-rpg-dice,Gold Foil Fragment Filled RPG Dice,,Foam Brain Games,"dice, poly, set",FALSE,Title,Default ,,,,,,0,shopify ,2,deny,manual,12,,TRUE,TRUE,617629720877,,,,,,,,,,,,,,,,,,,,,,,5.5,active,,
gold-vanilla-cupcake-rpg-dice-set,Gold Vanilla Cupcake RPG Dice Set,,Foam Brain Games,"dice, poly, set, metal",FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,50,,TRUE,TRUE,617629718225,,,,,,,,,,,,,,,,,,,,,,,22.5,active,,
gold-with-emerald-rpg-dice-set,Gold with Emerald RPG Dice Set,,Foam Brain Games,"dice, poly, set, metal",FALSE,Title,Default ,,,,,,0,shopify ,1,deny,manual,45,,TRUE,TRUE,617629717624,,,,,,,,,,,,,,,,,,,,,,,20,active,,
house-pride-loyalty-rpg-dice-set,House Pride - Loyalty RPG Dice Set,,Foam Brain Games,"dice, poly, set, metal",FALSE,Title,Default ,,,,,,0,shopify ,1,deny,manual,45,,TRUE,TRUE,617629720655,,,,,,,,,,,,,,,,,,,,,,,20,active,,
jesters-gambit-rpg-dice-set,Jester's Gambit RPG Dice Set,,Foam Brain Games,"dice, poly, set",FALSE,Title,Default ,,,,,,0,shopify ,2,deny,manual,12,,TRUE,TRUE,617629722635,,,,,,,,,,,,,,,,,,,,,,,5.5,active,,
lakebed-rpg-dice-set,Lakebed RPG Dice Set,,Foam Brain Games,"dice, poly, set",FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,9.95,,TRUE,TRUE,617629725247,,,,,,,,,,,,,,,,,,,,,,,5,active,,
lemon-cream-rpg-dice-set,Lemon Cream RPG Dice Set,,Foam Brain Games,"dice, poly, set",FALSE,Title,Default ,,,,,,0,shopify ,2,deny,manual,9.95,,TRUE,TRUE,617629764949,,,,,,,,,,,,,,,,,,,,,,,5,active,,
pink-shimmer-dice-set,Pink Shimmer Dice Set,,Foam Brain Games,"dice, poly, set",FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,12,,TRUE,TRUE,617629719208,,,,,,,,,,,,,,,,,,,,,,,5.5,active,,
posey-rpg-dice-set,Posey RPG Dice Set,,Foam Brain Games,"dice, poly, set",FALSE,Title,Default ,,,,,,0,shopify ,1,deny,manual,12,,TRUE,TRUE,617629722383,,,,,,,,,,,,,,,,,,,,,,,5.5,active,,
purple-people-eater-rpg-dice-set,Purple People Eater RPG Dice Set,,Foam Brain Games,"dice, poly, set",FALSE,Title,Default ,,,,,,0,shopify ,1,deny,manual,9.95,,TRUE,TRUE,617629724967,,,,,,,,,,,,,,,,,,,,,,,5,active,,
purpleheart-wood-dice-box-round,PurpleHeart Wood Dice Box (Round),,Foam Brain Games,dice accessory,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,15,,TRUE,TRUE,617629720235,,,,,,,,,,,,,,,,,,,,,,,12.5,active,,
radioactive-soil-rpg-dice-set,Radioactive Soil RPG Dice Set,,Foam Brain Games,"dice, poly, set",FALSE,Title,Default ,,,,,,0,shopify ,1,deny,manual,12,,TRUE,TRUE,617629722703,,,,,,,,,,,,,,,,,,,,,,,5.5,active,,
rainbow-dash-rpg-dice-set,Rainbow Dash RPG Dice Set,,Foam Brain Games,"dice, poly, set",FALSE,Title,Default ,,,,,,0,shopify ,2,deny,manual,12,,TRUE,TRUE,617629722376,,,,,,,,,,,,,,,,,,,,,,,5.5,active,,
red-ladybug-rpg-dice-set,Red Ladybug RPG Dice Set,,Foam Brain Games,"dice, poly, set",FALSE,Title,Default ,,,,,D1625888249,0,shopify ,2,deny,manual,14,,TRUE,TRUE,FBG1100,,,,,,,,,,,,,,,,,,,,,,,6.5,active,,
river-at-dusk-rpg-dice-set,River at Dusk RPG Dice Set,,Foam Brain Games,"dice, poly, set",FALSE,Title,Default ,,,,,,0,shopify ,1,deny,manual,9.95,,TRUE,TRUE,617629725155,,,,,,,,,,,,,,,,,,,,,,,5,active,,
ro-chrome-rpg-dice-set,Ro Chrome RPG Dice Set,,Foam Brain Games,"dice, poly, set",FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,14,,TRUE,TRUE,617629722475,,,,,,,,,,,,,,,,,,,,,,,6.5,active,,
rose-way-rpg-dice-set,Rose Way RPG Dice Set,,Foam Brain Games,"dice, poly, set",FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,9.95,,TRUE,TRUE,617629764901,,,,,,,,,,,,,,,,,,,,,,,5,active,,
sea-mist-rpg-dice-set,Sea Mist RPG Dice Set,,Foam Brain Games,"dice, poly, set",FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,13,,TRUE,TRUE,617629722840,,,,,,,,,,,,,,,,,,,,,,,6,active,,
tidal-waves-rpg-dice-set,Tidal Waves RPG Dice Set,,Foam Brain Games,"dice, poly, set",FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,9.95,,TRUE,TRUE,617629764987,,,,,,,,,,,,,,,,,,,,,,,5,active,,
universe-rpg-dice-set,Universe RPG Dice Set,,Foam Brain Games,"dice, poly, set",FALSE,Title,Default ,,,,,,0,shopify ,1,deny,manual,9.95,,TRUE,TRUE,617629722406,,,,,,,,,,,,,,,,,,,,,,,5,active,,
white-jade-rpg-dice-set,White Jade RPG Dice Set,,Foam Brain Games,"dice, poly, set",FALSE,Title,Default ,,,,,,0,shopify ,1,deny,manual,9.95,,TRUE,TRUE,617629722628,,,,,,,,,,,,,,,,,,,,,,,5,active,,
wind-of-spring-rpg-dice-set,Wind of Spring RPG Dice Set,,Foam Brain Games,"dice, poly, set",FALSE,Title,Default ,,,,,,0,shopify ,2,deny,manual,9.95,,TRUE,TRUE,617629722796,,,,,,,,,,,,,,,,,,,,,,,5,active,,
banner-class-sticker-barbarian,Banner Class Sticker: Barbarian,,Foam Brain Games,"sticker, dnd",FALSE,Title,Default ,,,,,,0,shopify ,1,deny,manual,3.25,,TRUE,TRUE,617629740141,,,,,,,,,,,,,,,,,,,,,,,1.5,active,,
banner-class-sticker-bard,Banner Class Sticker: Bard,,Foam Brain Games,"sticker, dnd",FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,3.25,,TRUE,TRUE,617629719055,,,,,,,,,,,,,,,,,,,,,,,1.5,active,,
banner-class-sticker-cleric,Banner Class Sticker: Cleric,,Foam Brain Games,"sticker, dnd",FALSE,Title,Default ,,,,,,0,shopify ,1,deny,manual,3.25,,TRUE,TRUE,617629740165,,,,,,,,,,,,,,,,,,,,,,,1.5,active,,
banner-class-sticker-druid,Banner Class Sticker: Druid,,Foam Brain Games,"sticker, dnd",FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,3.25,,TRUE,TRUE,617629740172,,,,,,,,,,,,,,,,,,,,,,,1.5,active,,
banner-class-sticker-fighter,Banner Class Sticker: Fighter,,Foam Brain Games,"sticker, dnd",FALSE,Title,Default ,,,,,,0,shopify ,1,deny,manual,3.25,,TRUE,TRUE,617629740189,,,,,,,,,,,,,,,,,,,,,,,1.5,active,,
banner-class-sticker-monk,Banner Class Sticker: Monk,,Foam Brain Games,"sticker, dnd",FALSE,Title,Default ,,,,,,0,shopify ,1,deny,manual,3.25,,TRUE,TRUE,617629762853,,,,,,,,,,,,,,,,,,,,,,,1.5,active,,
banner-class-sticker-paladin,Banner Class Sticker: Paladin,,Foam Brain Games,"sticker, dnd",FALSE,Title,Default ,,,,,,0,shopify ,4,deny,manual,3.25,,TRUE,TRUE,617629762860,,,,,,,,,,,,,,,,,,,,,,,1.5,active,,
banner-class-sticker-ranger,Banner Class Sticker: Ranger,,Foam Brain Games,"sticker, dnd",FALSE,Title,Default ,,,,,,0,shopify ,1,deny,manual,3.25,,TRUE,TRUE,617629762877,,,,,,,,,,,,,,,,,,,,,,,1.5,active,,
banner-class-sticker-rogue,Banner Class Sticker: Rogue,,Foam Brain Games,"sticker, dnd",FALSE,Title,Default ,,,,,,0,shopify ,1,deny,manual,3.25,,TRUE,TRUE,617629762884,,,,,,,,,,,,,,,,,,,,,,,1.5,active,,
banner-class-sticker-sorcerer,Banner Class Sticker: Sorcerer,,Foam Brain Games,"sticker, dnd",FALSE,Title,Default ,,,,,,0,shopify ,1,deny,manual,3.25,,TRUE,TRUE,617629762891,,,,,,,,,,,,,,,,,,,,,,,1.5,active,,
banner-class-sticker-warlock,Banner Class Sticker: Warlock,,Foam Brain Games,"sticker, dnd",FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,3.25,,TRUE,TRUE,617629762907,,,,,,,,,,,,,,,,,,,,,,,1.5,active,,
banner-class-sticker-wizard,Banner Class Sticker: Wizard,,Foam Brain Games,"sticker, dnd",FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,3.25,,TRUE,TRUE,617629762914,,,,,,,,,,,,,,,,,,,,,,,1.5,active,,
class-sticker-druid,Class Sticker: Druid,,Foam Brain Games,"sticker, dnd",FALSE,Title,Default ,,,,,,0,shopify ,3,deny,manual,3.25,,TRUE,TRUE,617629762730,,,,,,,,,,,,,,,,,,,,,,,1.5,active,,
class-sticker-dungeon-master,Class Sticker: Dungeon Master,,Foam Brain Games,"sticker, dnd",FALSE,Title,Default ,,,,,,0,shopify ,3,deny,manual,3.25,,TRUE,TRUE,617629762792,,,,,,,,,,,,,,,,,,,,,,,1.5,active,,
class-sticker-paladin,Class Sticker: Paladin,,Foam Brain Games,"sticker, dnd",FALSE,Title,Default ,,,,,,0,shopify ,3,deny,manual,3.25,,TRUE,TRUE,617629762747,,,,,,,,,,,,,,,,,,,,,,,1.5,active,,
class-sticker-ranger,Class Sticker: Ranger,,Foam Brain Games,"sticker, dnd",FALSE,Title,Default ,,,,,,0,shopify ,2,deny,manual,3.25,,TRUE,TRUE,617629762846,,,,,,,,,,,,,,,,,,,,,,,1.5,active,,
class-sticker-rogue,Class Sticker: Rogue,,Foam Brain Games,"sticker, dnd",FALSE,Title,Default ,,,,,,0,shopify ,3,deny,manual,3.25,,TRUE,TRUE,617629762839,,,,,,,,,,,,,,,,,,,,,,,1.5,active,,
class-sticker-wizard,Class Sticker: Wizard,,Foam Brain Games,"sticker, dnd",FALSE,Title,Default ,,,,,,0,shopify ,3,deny,manual,3.25,,TRUE,TRUE,617629762761,,,,,,,,,,,,,,,,,,,,,,,1.5,active,,
d20-sticker-blue,D20 Sticker: Blue,,Foam Brain Games,"sticker, dnd",FALSE,Title,Default ,,,,,,0,shopify ,1,deny,manual,3.25,,TRUE,TRUE,617629729030,,,,,,,,,,,,,,,,,,,,,,,1.5,active,,
meeple-sticker-pride,Meeple Sticker: Pride!,,Foam Brain Games,"sticker, dnd",FALSE,Title,Default ,,,,,,0,shopify ,2,deny,manual,3.25,,TRUE,TRUE,617629717327,,,,,,,,,,,,,,,,,,,,,,,1.5,active,,
monster-index-sticker-dark-elf,Monster Index Sticker: Dark Elf,,Foam Brain Games,"sticker, dnd",FALSE,Title,Default ,,,,,,0,shopify ,3,deny,manual,3.25,,TRUE,TRUE,617629762921,,,,,,,,,,,,,,,,,,,,,,,1.5,active,,
monster-index-sticker-eye-monster,Monster Index Sticker: Eye Monster,,Foam Brain Games,"sticker, dnd",FALSE,Title,Default ,,,,,,0,shopify ,3,deny,manual,3.25,,TRUE,TRUE,617629762938,,,,,,,,,,,,,,,,,,,,,,,1.5,active,,
monster-index-sticker-gelly-cube,Monster Index Sticker: Gelly Cube,,Foam Brain Games,"sticker, dnd",FALSE,Title,Default ,,,,,,0,shopify ,3,deny,manual,3.25,,TRUE,TRUE,617629762945,,,,,,,,,,,,,,,,,,,,,,,1.5,active,,
monster-index-sticker-mimic,Monster Index Sticker: Mimic,,Foam Brain Games,"sticker, dnd",FALSE,Title,Default ,,,,,,0,shopify ,4,deny,manual,3.25,,TRUE,TRUE,617629762976,,,,,,,,,,,,,,,,,,,,,,,1.5,active,,
monster-index-sticker-orc,Monster Index Sticker: Orc,,Foam Brain Games,"sticker, dnd",FALSE,Title,Default ,,,,,,0,shopify ,3,deny,manual,3.25,,TRUE,TRUE,617629762808,,,,,,,,,,,,,,,,,,,,,,,1.5,active,,
my-class-is-hero-sticker,My Class Is Hero Sticker,,Foam Brain Games,"sticker, dnd",FALSE,Title,Default ,,,,,,0,shopify ,3,deny,manual,3.25,,TRUE,TRUE,617629763058,,,,,,,,,,,,,,,,,,,,,,,1.5,active,,
spooky-sticker-you-are-killing-it,Spooky Sticker: You Are Killing It,,Foam Brain Games,"sticker, dnd",FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,3.25,,TRUE,TRUE,617629715514,,,,,,,,,,,,,,,,,,,,,,,1.5,active,,
white-dwarf-magazine-457-oct-2020,White Dwarf Magazine #457 (Oct-2020),,Games Workshop,"magazine, warhammer, 40k, aos",FALSE,Title,Default ,,,,,,0,shopify ,1,deny,manual,9,,TRUE,TRUE,9772658712017,,,,,,,,,,,,,,,,,,,,,,,4.95,active,,
white-dwarf-magazine-458-nov-2020,White Dwarf Magazine #458 (Nov-2020),,Games Workshop,"magazine, warhammer, 40k, aos",FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,9,,TRUE,TRUE,9772658712017,,,,,,,,,,,,,,,,,,,,,,,4.95,active,,
white-dwarf-magazine-459-dec-2020,White Dwarf Magazine #459 (Dec-2020),,Games Workshop,"magazine, warhammer, 40k, aos",FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,9,,TRUE,TRUE,9772658712017,,,,,,,,,,,,,,,,,,,,,,,4.95,active,,
white-dwarf-magazine-460-jan-2021,White Dwarf Magazine #460 (Jan-2021),,Games Workshop,"magazine, warhammer, 40k, aos",FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,9,,TRUE,TRUE,9772658712017,,,,,,,,,,,,,,,,,,,,,,,4.95,active,,
white-dwarf-magazine-461-feb-2021,White Dwarf Magazine #461 (Feb-2021),,Games Workshop,"magazine, warhammer, 40k, aos",FALSE,Title,Default ,,,,,,0,shopify ,1,deny,manual,9,,TRUE,TRUE,9772658712017,,,,,,,,,,,,,,,,,,,,,,,4.95,active,,
white-dwarf-magazine-462-mar-2021,White Dwarf Magazine #462 (MAR-2021),,Games Workshop,"magazine, warhammer, 40k, aos",FALSE,Title,Default ,,,,,,0,shopify ,2,deny,manual,9,,TRUE,TRUE,9772658712017,,,,,,,,,,,,,,,,,,,,,,,4.95,active,,
white-dwarf-magazine-463apr-2021,White Dwarf Magazine #463(APR-2021),,Games Workshop,"magazine, warhammer, 40k, aos",FALSE,Title,Default ,,,,,B1619976892,0,shopify ,2,deny,manual,9,,TRUE,TRUE,9772658712017,,,,,,,,,,,,,,,,,,,,,,,4.95,active,,
white-dwarf-magazine-464-may-2021,White Dwarf Magazine #464 (MAY-2021),,Games Workshop,"magazine, warhammer, 40k, aos",FALSE,Title,Default ,,,,,B1621700462,0,shopify ,2,deny,manual,9,,TRUE,TRUE,9772658712017,,,,,,,,,,,,,,,,,,,,,,,4.95,active,,
white-dwarf-magazine-466-jul-2021,White Dwarf Magazine #466 (JUL-2021),,Games Workshop,"magazine, warhammer, 40k, aos",FALSE,Title,Default ,,,,,B1628364853,0,shopify ,3,deny,manual,9,,TRUE,TRUE,9772658712017,,,,,,,,,,,,,,,,,,,,,,,4.95,active,,
white-dwarf-magazine-467-aug-2021,White Dwarf Magazine #467 (AUG-2021),,Games Workshop,"magazine, warhammer, 40k, aos",FALSE,Title,Default ,,,,,B1630172449,0,shopify ,3,deny,manual,9,,TRUE,TRUE,9772658712017,,,,,,,,,,,,,,,,,,,,,,,4.95,active,,
white-dwarf-magazine-469-oct-2021,White Dwarf Magazine #469 (OCT-2021),,Games Workshop,"magazine, warhammer, 40k, aos",FALSE,Title,Default ,,,,,B1634497140,0,shopify ,3,deny,manual,9,,TRUE,TRUE,9772658712017,,,,,,,,,,,,,,,,,,,,,,,4.95,active,,
citadel-12mm-dice-set,Citadel 12mm Dice Set,,Games Workshop,"dice, set, d6",FALSE,Title,Default ,,,,,,0,shopify ,5,deny,manual,9.95,,TRUE,TRUE,5011921068203,,,,,,,,,,,,,,,,,,,,,,,5.5,active,,
adamantine,Adamantine,,Gate Keeper Games,"dice, poly, set",FALSE,Title,Default ,,,,,GKGH29,0,shopify ,2,deny,manual,14.99,,TRUE,TRUE,760970245282,,,,,,,,,,,,,,,,,,,,,,,7,active,,
all-hallows-eve,All Hallow's Eve,,Gate Keeper Games,"dice, poly, set",FALSE,Title,Default ,,,,,GKGH84,0,shopify ,2,deny,manual,14.99,,TRUE,TRUE,760970245343,,,,,,,,,,,,,,,,,,,,,,,7,active,,
